date,invoice_type,invoice_no,sku_code,product_category,brand_name,retailer_code,retailer_name,retailer_type,distributor_code,distributor_name,distributor_type,list_price,price_sold,quantity_sold,invoice_value,discount_amount,discount_percentage,unit_profit
2024-09-16,Normal,QRA-004-24RT22005120-01,a7236b2c01090fe5ebad2ca4e6921f3e3cebeca8,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,10.1,5.8,6,34.8,4.3,42.574257,-1.27
2021-01-04,Normal,QRA-004-21RT01000100-01,a30ddcf9ad9bbe5076aa12665c2e28e36fa7d2c2,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,9.6,5.65,12,67.8,3.95,41.145832,-1.07
2023-09-14,Normal,QRA-007-23RT03014540-01,7837b371e7f56f9b7de370eb367323e1f6f10613,HAIR CARE,Brand 25,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.95,3,17.85,3.75,38.659794,-0.84
2022-06-20,Normal,QRA-007-22RT04008830-01,9fbc833ddd7135e0d51756f9b387671b0a668b4b,SKIN CARE,Brand 28,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,1.7,1.6,12,19.2,0.1,5.882353,0.41
2021-11-19,Normal,QRA-003-21RT04019360-01,1fbd4e4f6a754d1b6a96e701be2a52fbdddeeb45,SCRATCH COOKING AIDS,Brand 12,29d6c780bd1460ecaf295e259053dc3f0cf24746,Retailer 216,INDEPENDENT,Q003,Distributor D,Selective,1.5,1.25,16,20.0,0.25,16.666666,0.2
2022-09-06,Normal,QRA-007-22RT02006240-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,9.4,5.45,6,32.7,3.95,42.02128,-1.13
2024-12-03,Normal,QRA-004-24RT22009840-01,dc8d1e49be474d0753c76289130ddf5839d10806,SKIN CLEANSING,Brand 7,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,10.0,5.65,12,67.8,4.35,43.5,-1.35
2021-10-11,Normal,QRA-003-21RT04016850-01,0fef8df401898133b87f05cf3f645834f090834c,BEVERAGES,Brand 29,df993f921fdaa5d3a186f4dae4a1b7f67335bf82,Retailer 1120,CHAIN,Q003,Distributor D,Selective,4.0,2.45,8,19.6,1.55,38.75,-0.35
2024-02-19,Normal,QRA-004-24RT02001610-01,92fc07b651cf59d28b6dfbcc5d2810253a30e8bd,DEODORANTS & FRAGRANCES,Brand 21,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q004,Distributor A,Exclusive,3.2,2.15,6,12.9,1.05,32.8125,-0.09
2024-03-05,Normal,QRA-004-24RT10003020-01,b1c5ac2c0d85d5f3281aa03c865ccbbb80b255ec,SKIN CLEANSING,Brand 17,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q004,Distributor A,Exclusive,5.9,3.95,6,23.7,1.95,33.050846,-0.18
2023-03-13,Normal,QRA-004-23RT04003420-01,df587c4482139c54b592b3f2661196318dab55cc,SKIN CLEANSING,Brand 7,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,6.3,3,18.9,3.7,37.0,-0.7
2021-02-05,Normal,QRA-004-21RT05002170-01,7b4c9a9c0a41f0b911c2fa15e506c518ae933371,SKIN CLEANSING,Brand 7,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,6.3,6,37.8,3.7,37.0,-0.7
2022-07-18,Normal,QRA-003-22RT04010030-01,1eb4bce777044661a7e1ac2deff82db442fdd2ec,SCRATCH COOKING AIDS,Brand 12,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.5,12,18.0,0.1,6.25,0.38
2021-01-11,Normal,QRA-006-21RT09000270-01,0d1d143d4a356fded071fde550fb63d0605d3a3c,FABRIC CARE,Brand 2,8587b85ce74c476cd282b371abb0cd55a5a2e94a,Retailer 678,CHAIN,Q006,Distributor B,Direct,7.8,7.05,6,42.3,0.75,9.615385,1.59
2024-08-26,Normal,QRA-007-24RT21002980-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,531e2070db0a4de8a95af40f39cc456da5c54eb6,Retailer 423,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,6,34.8,3.9,40.206184,-0.99
2021-01-26,Normal,QRA-006-21RT10001620-01,0cae46da8a7c85184725271ae15137f09289050a,FABRIC CARE,Brand 2,2667fd79238afce59db2e7dd09eb4ca86f392135,Retailer 199,INDEPENDENT,Q006,Distributor B,Direct,1.6,1.1,12,13.2,0.5,31.25,-0.02
2022-05-13,Normal,QRA-003-22RT03007650-01,b09c23b98da097fae61e76d37570aa62be9e2de5,SCRATCH COOKING AIDS,Brand 12,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q003,Distributor D,Selective,2.8,2.45,6,14.7,0.35,12.5,0.49
2023-04-04,Normal,QRA-007-23RT10005070-01,c02c0d984c162e20b007c5c3016aea9dd6c5901f,SKIN CARE,Brand 28,f00ff95f606b2860c811733f6337d7070d700bb6,Retailer 1195,INDEPENDENT,Q007,Distributor C,Exclusive,2.0,1.9,6,11.4,0.1,5.0,0.5
2021-06-28,Normal,QRA-004-21RT01012250-01,7339ffd0263de86071fb9c66119cf10ae9e7acb4,DEODORANTS & FRAGRANCES,Brand 21,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,6.9,3.5,6,21.0,3.4,49.275364,-1.33
2023-07-31,Normal,QRA-004-23RT10011660-01,95808eb0c56b53ef8ddba216af546ed07dfc0126,DEODORANTS & FRAGRANCES,Brand 21,ef17071fe7c901fc3f0c0f8815ae9c04d29aed3a,Retailer 1192,INDEPENDENT,Q004,Distributor A,Exclusive,1.4,1.35,6,8.1,0.05,3.5714285,0.37
2021-04-23,Normal,QRA-006-21RT09001910-01,1dc09a5a3922fd764fd07a0948c89b78156c2b98,FABRIC CARE,Brand 2,8587b85ce74c476cd282b371abb0cd55a5a2e94a,Retailer 678,CHAIN,Q006,Distributor B,Direct,10.4,9.1,8,72.8,1.3,12.5,1.82
2024-05-07,Normal,QRA-007-24RT02004500-01,ee23b94571200299b261c0e5d2a82be1afe8dcf9,HAIR CARE,Brand 7,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,11.4,7.4,3,22.2,4.0,35.08772,-0.58
2023-09-26,Normal,QRA-004-23RT02010070-01,325b69b345f525d3427ffaa7b76dd88014b24e17,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,7.3,4.8,6,28.8,2.5,34.246574,-0.31
2023-07-26,Normal,QRA-004-23RT10011310-01,ab3fdb607278da5deaa80bb25c480457fdfbdd47,DEODORANTS & FRAGRANCES,Brand 21,2667fd79238afce59db2e7dd09eb4ca86f392135,Retailer 199,INDEPENDENT,Q004,Distributor A,Exclusive,3.5,2.15,6,12.9,1.35,38.57143,-0.3
2023-02-17,Normal,QRA-004-23RT02001650-01,ba50e6781c6dff57436b1a3821884f4f19ff58e1,SKIN CLEANSING,Brand 13,0d5a2bfe207c67d419c425f6a5f6ffb409e8cac9,Retailer 68,CHAIN,Q004,Distributor A,Exclusive,10.1,6.2,6,37.2,3.9,38.61386,-0.87
2022-03-07,Normal,QRA-007-22RT04003470-01,a65c3090ae99f4741bc0d69c99c3c63bb73bdd9e,SKIN CARE,Brand 28,8d990bd61b61ac2f119735b20bbc1c4c0d49aaaf,Retailer 713,CHAIN,Q007,Distributor C,Exclusive,2.0,1.7,6,10.2,0.3,15.0,0.3
2024-07-09,Normal,QRA-003-24RT23000440-01,3dd406579c5005a7edd27f0f18411058c9f8f513,COOKING AIDS,Brand 12,4a679e877fbe6fa4020a71ff3ee7d78c326e579f,Retailer 384,INDEPENDENT,Q003,Distributor D,Selective,1.7,1.65,48,79.2,0.05,2.9411764,0.46
2022-10-26,Normal,QRA-004-22RT05014220-01,14053c79db1f5f1898fad1594bf043f78ec15c28,SKIN CLEANSING,Brand 17,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,5.4,3.65,6,21.9,1.75,32.407406,-0.13
2023-10-18,Normal,QRA-006-23RT05014080-01,546ec5520aa8a4c5dbe176413eb36a325c4d4f86,FABRIC CARE,Brand 2,c097b882f02103ba053fcc1f1cabf88d083617f4,Retailer 954,INDEPENDENT,Q006,Distributor B,Direct,4.2,3.65,3,10.95,0.55,13.095238,0.71
2022-09-27,Normal,QRA-003-22RT06013320-01,4cf5d68b34c7d2fa40ccc56c87413a0357dd8a0a,COOKING AIDS,Brand 12,9f427efe8f7f23df7be4fd68514db03668061841,Retailer 788,INDEPENDENT,Q003,Distributor D,Selective,3.7,3.65,48,175.2,0.05,1.3513514,1.06
2021-06-07,Normal,QRA-003-21RT04009060-01,6b3535221761630e8ea870e89f88fd6557509b6f,SCRATCH COOKING AIDS,Brand 12,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q003,Distributor D,Selective,2.0,1.9,8,15.2,0.1,5.0,0.5
2021-03-01,Normal,QRA-004-21RT04003450-01,23010500ceb86b932eed7c827fe5b85959630a71,SKIN CLEANSING,Brand 13,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q004,Distributor A,Exclusive,9.6,5.3,4,21.2,4.3,44.791668,-1.42
2022-01-03,Normal,QRA-003-22RT03000030-01,8dc8b60f19dc5c7f5a519c515a3fc70ac5eb79bb,SCRATCH COOKING AIDS,Brand 12,4510fc5bb2e9d18a2212d44f110eef62e96ce9ca,Retailer 351,INDEPENDENT,Q003,Distributor D,Selective,3.0,2.45,6,14.7,0.55,18.333334,0.35
2023-05-30,Normal,QRA-006-23RT08008200-01,e479673d9872cde5f4f03a4267ddb470d24d4ee2,FABRIC CARE,Brand 2,b3c0cb7308a81cd84cb240868bfffcda3972b641,Retailer 899,CHAIN,Q006,Distributor B,Direct,5.4,3.6,6,21.6,1.8,33.333332,-0.18
2023-11-03,Normal,QRA-004-23RT06015810-01,fd482a9ec197a8ef2a59d36e23ab4289a2c062a1,SKIN CLEANSING,Brand 13,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q004,Distributor A,Exclusive,10.1,6.2,6,37.2,3.9,38.61386,-0.87
2024-04-26,Normal,QRA-004-24RT06006330-01,1cb4aa7360ffb6d923cad87b7017fe6a939ac75d,SKIN CLEANSING,Brand 13,a6ec79a3ca7335835643015f94cf07516babe5a3,Retailer 832,CHAIN,Q004,Distributor A,Exclusive,2.9,2.1,6,12.6,0.8,27.586206,0.07
2024-03-11,Normal,QRA-007-24RT04003260-01,bbff49b6e12bf33fc4ec19b4d958c401084818d9,HAIR CARE,Brand 25,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,6,34.8,3.9,40.206184,-0.99
2023-01-09,Normal,QRA-004-23RT03000550-01,49eaebaa6005c3d47541299bd9ce5d4e075c5494,SKIN CLEANSING,Brand 17,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q004,Distributor A,Exclusive,2.6,2.5,24,60.0,0.1,3.8461537,0.68
2022-01-06,Normal,QRA-004-22RT10000510-01,8656dbcfcba97d97f88c677ca0edce43e0f24619,DEODORANTS & FRAGRANCES,Brand 21,8cd7595bf37edbf6d6df8829f0c3fa988c08a201,Retailer 705,INDEPENDENT,Q004,Distributor A,Exclusive,1.3,1.25,24,30.0,0.05,3.8461537,0.34
2022-01-19,Normal,QRA-004-22RT01000910-01,1f0820f24d4b4401d0a42eb74250596770aa8dec,SKIN CLEANSING,Brand 7,241abc9502c0ac90e9938a269dbfa9a2bbc54ef7,Retailer 192,CHAIN,Q004,Distributor A,Exclusive,10.0,5.65,6,33.9,4.35,43.5,-1.35
2022-06-17,Normal,QRA-004-22RT12002900-01,71d758f617d0e923b334e03fd6a77ff3693eae7f,SKIN CLEANSING,Brand 13,435f5b306a4ca36a9fea82908c391724feb1401f,Retailer 344,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,2.9,2.45,24,58.8,0.45,15.5172415,0.42
2023-03-28,Normal,QRA-007-23RT02003220-01,6922c31fa8521d4882ad83154759e2bbbfb42ae3,HAIR CARE,Brand 25,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,9.7,5.3,6,31.8,4.4,45.360825,-1.49
2022-11-03,Normal,QRA-007-22RT01012600-01,e02b9ddd1db7bbde5ee9ba66b2e8cf91fe51ea2d,HAIR CARE,Brand 7,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q007,Distributor C,Exclusive,11.1,7.25,12,87.0,3.85,34.684685,-0.52
2024-11-19,Normal,QRA-004-24RT22009130-01,16ab7bf794ae354d48e3461150ee602e2151db36,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,10.1,5.8,6,34.8,4.3,42.574257,-1.27
2021-10-29,Normal,QRA-007-21RT05014510-01,85da527d2a895ed4b3cb49c774a2e420bed5a9b1,HAIR CARE,Brand 25,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q007,Distributor C,Exclusive,6.2,3.4,3,10.2,2.8,45.16129,-0.94
2024-01-15,Normal,QRA-007-24RT03000810-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,3,17.4,3.9,40.206184,-0.99
2024-08-27,Normal,QRA-006-24RT21003130-01,6bcef68babe7dbbda74cbdfece418cb01ae14c7b,FABRIC CARE,Brand 2,fd10ab8267ea992bf37c0ca7efd0d14004071cb6,Retailer 1265,INDEPENDENT,Q006,Distributor B,Direct,1.7,1.6,32,51.2,0.1,5.882353,0.41
2024-04-30,Normal,QRA-007-24RT04005640-01,fb801b247488321bcbb56af8134bf90e4eba054c,HAIR CARE,Brand 25,9f887d70141d2514965169514cc78518a81919b1,Retailer 789,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.8,12,69.6,3.9,40.206184,-0.99
2024-09-26,Normal,QRA-007-24RT22005850-01,ae08042f3ac9d8a4ab4a6ac5618ba47469e3ddc5,HAIR CARE,Brand 4,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q007,Distributor C,Exclusive,15.3,9.45,3,28.35,5.85,38.235294,-1.26
2024-09-09,Normal,QRA-007-24RT22004450-01,a7d7e114047769331adcd4dbeab0898f378d2a67,HAIR CARE,Brand 25,a7a0c857ab156e3e25b57aa5a3032966f3681611,Retailer 839,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.6,3,10.8,2.8,43.75,-0.88
2023-03-13,Normal,QRA-007-23RT04003390-01,7837b371e7f56f9b7de370eb367323e1f6f10613,HAIR CARE,Brand 25,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,9.7,5.95,3,17.85,3.75,38.659794,-0.84
2024-02-16,Normal,QRA-004-24RT02001520-01,b27f831ab05c19e8780fa6dcccd9a690fbed7c77,SKIN CLEANSING,Brand 13,cb4c4984bc8670ee34252c58c0b6d0fe571d46ee,Retailer 1010,INDEPENDENT,Q004,Distributor A,Exclusive,7.3,4.8,6,28.8,2.5,34.246574,-0.31
2021-10-21,Normal,QRA-006-21RT10016660-01,523b41b5b2038d90561a3d1eb9017a1518a1b8e6,FABRIC CARE,Brand 2,8cd7595bf37edbf6d6df8829f0c3fa988c08a201,Retailer 705,INDEPENDENT,Q006,Distributor B,Direct,12.6,8.25,8,66.0,4.35,34.52381,-0.57
2021-01-08,Normal,QRA-004-21RT03000560-01,568290c8b6b9f246213ed8f40398224cc7fa9549,SKIN CLEANSING,Brand 13,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q004,Distributor A,Exclusive,9.6,6.0,12,72.0,3.6,37.5,-0.72
2024-10-18,Normal,QRA-006-24RT22007130-01,78ea1ad7f54a1b496706617cfea65e219db86982,FABRIC CARE,Brand 2,5fb162c9fd98d8ce99fe973e49d60e499d09aff0,Retailer 479,INDEPENDENT,Q006,Distributor B,Direct,1.7,1.6,160,256.0,0.1,5.882353,0.41
2023-02-02,Normal,QRA-004-23RT03001760-01,a58a441c1b09bdff5daf3d01508f3953ff554e3a,SKIN CLEANSING,Brand 17,bfb10def28fe2a57794710294576f5a141d60fa2,Retailer 949,INDEPENDENT,Q004,Distributor A,Exclusive,5.4,3.9,6,23.4,1.5,27.777779,0.12
2024-05-28,Normal,QRA-004-24RT02005260-01,dc7ec188337ed8b78b653cb97e37dd0cae8349de,SKIN CLEANSING,Brand 17,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,2.6,2.5,12,30.0,0.1,3.8461537,0.68
2023-06-26,Normal,QRA-004-23RT05008060-01,4df81289b7c14863b1e56c9a8994c57e473622b7,SKIN CLEANSING,Brand 17,c097b882f02103ba053fcc1f1cabf88d083617f4,Retailer 954,INDEPENDENT,Q004,Distributor A,Exclusive,8.9,5.9,6,35.4,3.0,33.707867,-0.33
2022-12-07,Normal,QRA-003-22RT05016180-01,31cf085166e1ac06d4b474c813bf24d4201e0e2d,SCRATCH COOKING AIDS,Brand 12,cd4b8c7df6cff3aac2a6731030bdd2d2fadb1f5a,Retailer 1019,INDEPENDENT,Q003,Distributor D,Selective,2.4,1.85,12,22.2,0.55,22.916666,0.17
2023-03-14,Normal,QRA-007-23RT02002550-01,7837b371e7f56f9b7de370eb367323e1f6f10613,HAIR CARE,Brand 25,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q007,Distributor C,Exclusive,9.7,5.3,12,63.6,4.4,45.360825,-1.49
2022-12-05,Normal,QRA-003-22RT04016740-01,188e7fcd32e20a3a5c267bc88a545413e13cd04e,COOKING AIDS,Brand 12,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q003,Distributor D,Selective,3.2,3.1,6,18.6,0.1,3.125,0.86
2022-03-08,Normal,QRA-007-22RT01002750-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q007,Distributor C,Exclusive,9.4,5.45,12,65.4,3.95,42.02128,-1.13
2021-04-22,Normal,QRA-006-21RT03007120-01,9127cb137241be64493ebffeeebd29fd850cdd89,FABRIC CARE,Brand 2,efd915752d24aa71a66d33dd1b4622a4f7a19451,Retailer 1194,INDEPENDENT,Q006,Distributor B,Direct,4.1,3.05,3,9.15,1.05,25.609756,0.18
2024-05-14,Normal,QRA-004-24RT02004770-01,1b35933ad323da8b945ad68c94ee6f6befd4ce06,SKIN CLEANSING,Brand 17,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,8.9,5.7,3,17.1,3.2,35.955055,-0.53
2021-04-12,Normal,QRA-004-21RT03006490-01,545b316e382d2b28cd76caca447a204b08029e2c,SKIN CLEANSING,Brand 13,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q004,Distributor A,Exclusive,6.8,4.0,3,12.0,2.8,41.17647,-0.76
2022-02-14,Normal,QRA-004-22RT03002690-01,f5d4f9d100a6541ea7c9f9721f1b493c42f5256c,SKIN CLEANSING,Brand 13,2f5a09581f71d9cdda0eb05797694936a0adeee3,Retailer 243,INDEPENDENT,Q004,Distributor A,Exclusive,6.4,6.3,6,37.8,0.1,1.5625,1.82
2021-12-03,Normal,QRA-003-21RT03021870-01,dac9c9920d102f266ab982bc0076a07f4059e76b,SCRATCH COOKING AIDS,Brand 12,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q003,Distributor D,Selective,1.7,1.3,8,10.4,0.4,23.529411,0.11
2023-05-02,Normal,QRA-004-23RT02004570-01,2ce80c1c8c9a89a7bcdfc35b1a8dee07a9cd69a6,SKIN CLEANSING,Brand 13,97e86abf2aee0dd2e4982f0b47ecf6dcfd7cc77b,Retailer 755,CHAIN,Q004,Distributor A,Exclusive,2.9,2.1,6,12.6,0.8,27.586206,0.07
2021-04-26,Normal,QRA-007-21RT04006940-01,cd237ec6a386520b08488177aae38f09bc7bbc25,HAIR CARE,Brand 7,6941811429c8aac7ba900cfd9ea56b0ccb146150,Retailer 519,SUPERMARKET,Q007,Distributor C,Exclusive,7.3,6.8,3,20.4,0.5,6.849315,1.69
2021-05-21,Normal,QRA-004-21RT03009070-01,ac5f6f1b41d5ae3df745f70aff4aebaf0222c20d,SKIN CLEANSING,Brand 13,ec1af7aec4e62e1a32ba1d3e3d89a466b5769177,Retailer 1171,CHAIN,Q004,Distributor A,Exclusive,9.6,5.4,9,48.6,4.2,43.75,-1.32
2023-06-09,Normal,QRA-004-23RT02006150-01,77c702d473d6cbbc7c26ba33bcff1901a64021ef,SKIN CLEANSING,Brand 13,229e0789ec0691bb20194aff55cdff02c5ac3d12,Retailer 181,INDEPENDENT,Q004,Distributor A,Exclusive,2.9,2.1,6,12.6,0.8,27.586206,0.07
2021-08-05,Normal,QRA-007-21RT01014660-01,624f63c58f397717c0d2856da6a31b604a3867f3,HAIR CARE,Brand 25,14a064ab7f1827e7455bad7671c3cb3a0a61bbec,Retailer 107,INDEPENDENT,Q007,Distributor C,Exclusive,7.9,5.1,12,61.2,2.8,35.44304,-0.43
2022-10-25,Normal,QRA-007-22RT04015040-01,0e3c01fbce38b853d4db9136d404dc3db6ed47cd,HAIR CARE,Brand 25,120d36887dcfee753f97efd2f2552cb6a71bbbf9,Retailer 96,INDEPENDENT,Q007,Distributor C,Exclusive,9.4,5.8,6,34.8,3.6,38.29787,-0.78
2022-07-18,Normal,QRA-004-22RT04010030-01,fde835bc67256ea541c7f0c34e9ece19fd7dbab8,SKIN CLEANSING,Brand 7,44d3cc6a8551ed1b3e61940435a86c69643434e3,Retailer 349,INDEPENDENT,Q004,Distributor A,Exclusive,10.0,5.35,6,32.1,4.65,46.5,-1.65
2023-05-04,Normal,QRA-004-23RT03007350-01,ba50e6781c6dff57436b1a3821884f4f19ff58e1,SKIN CLEANSING,Brand 13,0c0a5d4293715c25c66720e74c9d238ff1016f59,Retailer 57,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,12,74.4,3.9,38.61386,-0.87
2023-01-27,Normal,QRA-003-23RT05001120-01,9968ec2073a0f49f744e7af8cc26e1d385fbf55e,COOKING AIDS,Brand 12,b94d5659b049cef9fa0fb8bc3d0d6315f35fdadd,Retailer 922,INDEPENDENT,Q003,Distributor D,Selective,3.2,2.9,40,116.0,0.3,9.375,0.66
2024-04-08,Normal,QRA-007-24RT02003510-01,0c5f9a6f71b8924e0ec7d97d8a01551e2e794a02,HAIR CARE,Brand 7,1393ad4a0aae8305259edbd1f81fd94a4f0f7b7b,Retailer 102,CHAIN,Q007,Distributor C,Exclusive,11.4,7.4,3,22.2,4.0,35.08772,-0.58
2021-04-13,Normal,QRA-004-21RT01007360-01,ef78615f989af6b50e6d02a14c67717f94c751b5,DEODORANTS & FRAGRANCES,Brand 21,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,3.5,1.65,48,79.2,1.85,52.857143,-0.8
2023-11-27,Normal,QRA-004-23RT04015670-01,ecfdb875a1215362f722b805a7eb396749efafcd,SKIN CLEANSING,Brand 13,3e05ca2f41350b3e29a7a61ea4577f2f3a42cdfe,Retailer 318,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,1,6.2,3.9,38.61386,-0.87
2021-05-07,Normal,QRA-004-21RT05006670-01,817ca24dc7587e5909a544030bf0fe3a47d94bc0,PERSONAL CARE,Brand 21,8c9cf78462fe727421cee082ccbf531cd8318c79,Retailer 704,INDEPENDENT,Q004,Distributor A,Exclusive,3.3,2.35,6,14.1,0.95,28.787878,0.04
2023-10-09,Normal,QRA-006-23RT06014410-01,26b5210c1a48eebefe04acf03b72185fcb76fff4,FABRIC CARE,Brand 2,4a679e877fbe6fa4020a71ff3ee7d78c326e579f,Retailer 384,INDEPENDENT,Q006,Distributor B,Direct,5.4,4.85,6,29.1,0.55,10.185185,1.07
2023-08-18,Normal,QRA-007-23RT06011800-01,354a0861e9e094bad69c45a939370fa6097d17fd,HAIR CARE,Brand 25,f31aee6687ad76b96cfff1907aa378d2b901b3a0,Retailer 1212,INDEPENDENT,Q007,Distributor C,Exclusive,6.4,3.85,3,11.55,2.55,39.84375,-0.63
2024-09-23,Normal,QRA-004-24RT21004350-01,0ef4c09daedb3be5876fbfa1e2e687db637bfc75,SKIN CLEANSING,Brand 7,07f317691c49caf14ac0beab7f4c68bf71858a13,Retailer 37,CHAIN,Q004,Distributor A,Exclusive,3.1,2.55,6,15.3,0.55,17.741936,0.38
2022-03-17,Normal,QRA-003-22RT05003820-01,1eb4bce777044661a7e1ac2deff82db442fdd2ec,SCRATCH COOKING AIDS,Brand 12,fca549bd424189849b79480d50377cf14906e45b,Retailer 1259,INDEPENDENT,Q003,Distributor D,Selective,1.6,1.25,36,45.0,0.35,21.875,0.13
2021-10-18,Normal,QRA-004-21RT01019690-01,39ccead005168cbe3fb3aa185c098d4ac2ffa9fa,SKIN CLEANSING,Brand 7,3af23f85526727815c705b4a22de590a60c37cf8,Retailer 299,HEALTH AND BEAUTY,Q004,Distributor A,Exclusive,10.0,4.85,60,291.0,5.15,51.5,-2.15
2023-12-18,Normal,QRA-004-23RT05017190-01,ecfdb875a1215362f722b805a7eb396749efafcd,SKIN CLEANSING,Brand 13,47007f559dfa65b7d3930ab1e68325bdffd4ace6,Retailer 360,INDEPENDENT,Q004,Distributor A,Exclusive,10.1,6.2,6,37.2,3.9,38.61386,-0.87
2022-08-30,Normal,QRA-007-22RT06011800-01,d1ffcacd9abb5b673b0c4392b6957aae52be29f2,HAIR CARE,Brand 7,ac3bc5fe1bbccc9de1608520a0d05eef4104e2f6,Retailer 862,INDEPENDENT,Q007,Distributor C,Exclusive,2.0,1.6,6,9.6,0.4,20.0,0.2
2022-09-15,Normal,QRA-004-22RT05012100-01,325b69b345f525d3427ffaa7b76dd88014b24e17,SKIN CLEANSING,Brand 13,cd4b8c7df6cff3aac2a6731030bdd2d2fadb1f5a,Retailer 1019,INDEPENDENT,Q004,Distributor A,Exclusive,6.8,3.65,240,876.0,3.15,46.32353,-1.11
